messages;labels
Япония вводит дополнительные санкции в отношении порядка 400 россиян, включая депутатов, и 20 организаций из России, в том числе Сбербанка и Альфа-банка;0
Видео с обломками ракеты;0
В Краматорске более 30 человек погибло и более 100 человек получили ранения в результате ракетного удара по железнодорожному вокзалу;0
ЕС запретил заходы российских судов в свои порты и согласовал эмбарго на поставки российского угля;0
ЕС принял пятый блок санкций против России, сообщил Совет ЕС;0
"На сайте «Русала» опубликовали призыв расследовать военные преступления в Буче. 

Газета Financial Times обращает внимание, что «Русал» — первая российская компания, выступившая с призывом расследовать события в Украине. 

«Сообщения из украинского города Буча потрясли нас. Мы считаем, что это преступление должно быть тщательно расследовано. Мы выступаем за объективное и беспристрастное расследование этого преступления и призываем к суровому наказанию виновных. Каким бы тяжелым это ни казалось в условиях продолжающейся информационной войны», говорится в заявлении председателя совета директоров «Русала» Бернарда Зонневельда";0
Банк России принял решение снизить ключевую ставку до 17,00% годовых;0
"​​В России — 14 311 заболевших коронавирусом за последние сутки в 85 регионах.

Из них 855 — в Москве, 743 — в Санкт-Петербурге и 681 — в Свердловской области.

Выздоровели: 37 684 человека
Умерли: 280 человек

#coronavirus";0
ФАС проводит проверку в отношении торговой компании «Мираторг» по поводу цен на мясо;0
"В эфире «России 24» в рамках борьбы с «фейками» показали сюжет, в котором двое мужчин обматывают манекен скотчем — явно для создания украинского «фейка». 

На самом деле на видео подготовка съёмок телесериала, на это обратила внимание второй режиссер. По её словам, сцена с манекеном снималась 20 марта во Всеволожске, а «двое мужчин в военной форме» — это постановщик трюков и его ассистент";0
Украина национализирует всю собственность РФ в стране, чтобы компенсировать военные потери — заявление премьер-министра Украины;0
"​​Главное за ночь:

— США ввели санкции против 8 россиян и 29 организаций.

В их числе крупнейший в мире производитель алмазов «Алроса», а также ряд судостроительных заводов и конструкторских бюро. «За связи с ОСК» под санкции минфина США попали руководители ОСК, Росморречфлота, Росрыболовства и Минпромторга;

— Минфин США вывело из-под санкций против РФ коммуникационное оборудование для телевидения и интернета, а также с мессенджеры и соцсети, предназначенные для обывательского пользования

— Япония заявила о планах поэтапного сокращения импорта угля из России;

— Фонд социального страхования заказал разработку системы, призванную для информирования работодателем о здоровье сотрудников и мерах по охране труда";0
"​​Главное за день:

— Генассамблея ООН приостановила участие России в Совете ООН по правам человека;

— Доллар на Мосбирже опустился ниже 76 рублей, евро — ниже 82 рублей;

— В Мариуполе погибли около 5 тысяч мирных жителей — ТАСС со ссылкой на нового мэра города;

— Послы стран ЕС согласовали пятый пакет санкций против России, предусматривающий запрет импорта российского угля;

— Spotify полностью приостановит работу в России с 11 апреля;

— На главного редактора «Новой газеты» Дмитрия Муратова напали в вагоне поезда «Москва-Самара». Его облили краской и крикнули: «Муратов, вот тебе за наших пацанов»;

— Минфин России намерен предложить банкам отказаться от выплаты дивидендов за 2021 год;

— Лукашенко заявил, что Беларусь провела в Украине спецоперацию по освобождению белорусских граждан;

— Мишустин: Google Play и Аpp Store скоро могут перестать давать скачивать приложения в России, нужно создавать свою платформу;

— Европарламент проголосовал за немедленный запрет на импорт нефти, газа, угля и ядерного топлива из РФ;

— Латвия запрещает до 30 июня 2023 выдавать первичные временные виды на жительство гражданам России и Беларуси;

— Швейцария заблокировала российские активы на сумму более $8 миллиардов;

— Против Аэрофлота, Azur Air и Utair Министерством торговли США вводятся экспортные санкции;

Курсы валют от ЦБ РФ на завтра: 
Доллар — 76,25 
Евро — 83,29";0
"​​«Ни**я себе песенку спел» — первый пост Юрия Хованского после ареста. 

Суд разрешил блогеру пользоваться интернетом. Теперь он обещает порадовать аудиторию тюремными байками и гта рп";0
"Сейм Латвии принял закон, объявляющий 9 мая в этом году днём памяти погибших в Украине. 
 
В этот день будут отменены массовые праздничные мероприятия, а также запрещены салюты на территории всей страны. Утверждение законопроекта, запрещающего празднование Дня Победы, прошло всего за сутки";0
"Два человека погибли в результате теракта в центре Тель-Авива, ещё четверо в тяжелом состоянии, сообщает радиостанция Kan.

Стрельба, предположительно, началась в местном ресторане";0
⚡️Теперь официально — послы стран ЕС согласовали пятый пакет санкций против России, предусматривающий запрет импорта российского угля;0
Bloomberg: Страны ЕС поддержали эмбарго на импорт российского угля в рамках пятого пакета санкций;0
Немецкая авиакомпания Lufthansa заявила, что не будет использовать воздушное пространство России до 30 июня;0
"Израильские СМИ сообщают о теракте со стрельбой в центре Тель-Авива.

Сообщается минимум о 5 раненых";0
"На главного редактора «Новой газеты» напали в вагоне поезда «Москва-Самара». По словам Муратова, его облили краской с ацетоном.

Нападавший выкрикнул: «Муратов, вот тебе за наших пацанов»";0
В Мариуполе погибли около 5 тысяч мирных жителей — ТАСС со ссылкой на нового мэра города;0
Нижняя палата Конгресса США также проголосовала за отказ от импорта российских энергоресурсов;0
"Заявления Пескова в интервью британской Sky News:

— РФ никогда не наносила ударов по гражданским объектам в Украине;

— Одна из целей спецоперации в Украине — предотвращение угрозы Третьей мировой войны;

— Мариуполь будет освобождён от националистических украинских батальонов. Россия надеется, что это произойдет в ближайшее время;

— У России есть множество свидетелей событий в Мариуполе и Буче, которые говорили об ужасных действиях со стороны украинских нацбатальонов;

— Да, у нас значительные потери войск и это большая трагедия для нас;

— Надеемся, что спецоперация в Украине в ближайшие дни или в обозримом будущем достигнет своих целей или закончится путем переговоров";0
"Интервьюер Sky News:
— Вы потеряли тысячи военных. Сколько военных вы потеряли? («You've lost thousands of troops. How many troops have you lost?»)

Песков:
— Да, у нас значительные потери войск и это большая трагедия для нас («Yes, we have significant losses of troops and it's a huge tragedy for us»)";0
Финляндия готовится податься на членство в НАТО, это может произойти в конце апреля, сообщает газета Iltalehti;0
Генассамблея ООН приостановила участие России в Совете ООН по правам человека;0
Силуанов: сформирован антикризисный план бюджетом в 1,2 триллиона рублей. В 2022 году из этих денег будет реализовано 500 млрд рублей;0
Выход России из ВТО не обсуждается — Мантуров;0
Сенат США проголосовал за отказ от импорта российских энергоресурсов;0
Черногория высылает 4 российских дипломатов;0
"Главное к 18:00:

— Европарламент проголосовал за немедленный запрет на импорт нефти, газа, угля и ядерного топлива из РФ. Акт должен принять Совет ЕС, после чего он будет считаться принятым;

— Полный запрет ЕС на импорт российского угля отложат до середины августа, сообщает Reuters;

— Минфин России намерен предложить банкам отказаться от выплаты дивидендов за 2021 год;

— СМИ: Китайские компании начали закупки угля и нефти в России за юани;

— Spotify полностью приостановит работу в России с 11 апреля;

— Швейцария заблокировала российские активы на сумму более $8 млрд;

— Австралия ввела новые санкции против 67 россиян;

— Ubuntu прекратил поддержку компаний из России";0
"Роскомнадзор заблокировал сайт издания Wonderzine.

Сообщается, что из-за жалобы Росмолодёжи, которая требовала удалить с сайта семь текстов об ЛГБТК";0
Латвия запрещает до 30 июня 2023 выдавать первичные временные виды на жительство гражданам России и Беларуси;0
"Разъяснения от РКН по поводу блокировки песни «Хотят ли русские войны» на YouTube:

«Роскомнадзор обращался к администрации видеохостинга YouTube с требованием удалить только отдельный комментарий, признанный в РФ экстремистской информацией, под видео песни ""Хотят ли русские войны"" в исполнении Марка Бернеса, при этом платформа ограничила доступ к самой видеозаписи, которая не содержит запрещенной информации»";0
"РФ расценивает как кражу заморозку своих резервов за рубежом.

Средства иностранных компаний могут быть сиюминутно разблокированы при условии снятия с РФ запрета на валютные накопления — министр финансов Силуанов";0
Против Аэрофлота, Azur Air и Utair Министерством торговли США вводятся экспортные санкции;0
СК возбудил дело по фактам бесчеловечного обращения с российскими военнопленными в Украине;0
"Курсы валют на 8 апреля от ЦБ РФ:

Доллар — 76,25
Евро — 83,29";0
НАТО увеличит поддержку Украины, Грузии и Боснии и Герцеговины — генсек НАТО Столтенберг;0
"СК возбудил уголовное дело из-за обстрела 29 марта территории Белгородской области. Следствие считает причиной взрывов обстрел ракетами «Точка-У» с кассетными боеприпасами. 

В результате обстрела 8 человек пострадали, повреждена 21 единица техники — СК РФ";0
Российские банки продолжат отключать от мировой финансовой системы силами стран G7;0
Лекарств для льготных категорий граждан хватит в РФ на срок от 5 до 12 месяцев — министр здравоохранения Мурашко;0
⚡️Минфин России намерен предложить банкам отказаться от выплаты дивидендов за 2021 год;0
Планируется в ближайший год ввести цифровые дипломы об образовании — министр науки и высшего образования Фальков;0
Безопасный туризм для россиян в нынешних условиях можно обеспечить только в РФ  — зампред правительства Чернышенко;0
Европейские компании изучают возможность оплаты газа в рублях, некоторые страны уже согласились — зампред правительства Новак;0
Возможно введение льготной ипотеки на вторичном рынке, если будет недостаточно мер по первичному жилью — вице-премьер Хуснуллин;0
Швейцария заблокировала российские активы на сумму более $8 млрд — представитель Государственного секретариата экономики Швейцарии;0
"Европарламент проголосовал за немедленный запрет на импорт нефти, газа, угля и ядерного топлива из РФ.

Акт должен принять Совет ЕС, после чего он будет считаться принятым";0
Сбербанк передаст иностранные акции клиентов другому брокеру — сайт банка;0
Мишустин: Google Play и Аpp Store скоро могут перестать давать скачивать приложения в России, нужно создавать свою платформу;0
"Дом Владимира Соловьева в Италии облили красной краской, а также вылили красную жидкость в бассейн.

Ранее сообщалось, что другой дом Соловьёва пытались поджечь в Италии, но сосед вовремя вызвал пожарных и огонь быстро потушили";0
​​YouTube по требованию Роскомнадзора заблокировал видео с песней «Хотят ли русские войны» советского певца Марка Бернеса;0
Лукашенко заявил, что Беларусь провела в Украине спецоперацию по освобождению белорусских граждан;0
"Заявления Лаврова: 

— Украина вчера представила свой проект соглашения с Россией, в котором налицо отход от положений, зафиксированных на встрече в Стамбуле;

— В новом украинском варианте соглашения отсутствует констатация того, что гарантии безопасности Украины не распространяются на Крым и Севастополь;

— Россия не исключает, что Украина будет выдвигать все новые предварительные условия на переговорах, это неприемлемо;

— Вашингтон толкает Зеленского на продолжение боевых действий;

— Россия продолжит переговоры с Украиной, продвигая свой проект соглашения, несмотря на провокации";0
"Ещё заявления Мишустина: 

— Правительство РФ против признания криптовалют средством расчета в России, но над их регулированием надо серьезно поработать;

— Нынешняя ситуация стала для России сложнейшей за три десятилетия, но страну не удастся изолировать и вырвать из мировой экономики;

— Кабмин РФ осознает серьезность ситуации, у него нет шапкозакидательских настроений, но сплотившись можно преодолеть любые вызовы;

— Главным ответом на санкции станет промышленная независимость экономики РФ, а также общий успех страны через успех каждого человека";0
СМИ: Китайские компании начали закупки угля и нефти в России за юани;0
"​​Заявления Мишустина:

— Количество санкций против России превысило 6000;

— Инициаторы санкций рассчитывали за несколько дней разрушить экономику РФ, но их сценарий не сбылся;

— В случае ухода иностранных компаний из России их предприятия должны будут продолжить работу;

— Авиастроители РФ должны достичь независимости от иностранных материалов и комплектующих. Самолет МС-21 будет производиться полностью из российских комплектующих через 2-3 года;

— Более 11,5 млрд рублей направят в 2022 году на производство российских фильмов;

— К сентябрю уровень безработицы вышел на исторический минимум";0
Spotify полностью приостановит работу в России с 11 апреля;0
Путин обязательно попрощается с Жириновским, заявил Песков;0
Поиск «Яндекса» скоро начнёт маркировать Google как нарушителя законодательства РФ, заявил депутат Горелкин;0
"​​В России — 14 335 заболевших коронавирусом за последние сутки в 85 регионах.

Из них 1004 — в Москве, 715 — в Санкт-Петербурге и 684 — в Свердловской области.

Выздоровели: 35 304 человека
Умерли: 287 человек

#coronavirus";0
"Роскомнадзор сообщил о применении к Google «мер понуждения информирующего и экономического характера»:

—  информирование поисковыми системами пользователей о нарушении Google российского законодательства;

 — запрет на распространение рекламы Google и его ресурсов в качестве объекта рекламирования";0
Полный запрет ЕС на импорт российского угля отложат до середины августа, сообщает Reuters;0
Google грозит до 8 млн рублей штрафа за выложенный на Youtube клип Моргенштерна с информацией о наркотиках — ТАСС;0
Доллар на Мосбирже опустился ниже 77 рублей, евро — ниже 83 рублей;0
"Linux-дистрибутив Ubuntu прекратил поддержку компаний из России.

Пользователей ограничения не коснутся, они продолжат получать обновления системы. Также останется доступ к VPN и Tor";0
Австралия ввела новые санкции против 67 россиян;0
"​​Главное за ночь:

— Сенат США одобрил законопроект о ленд-лизе для Украины. Это первое применение программы ленд-лиза со времен Второй мировой войны;

— В Эстонии, по подозрению в нарушении международных санкций, задержаны экс-сотрудники Sputnik Media.  Их коллеги сообщают, что связаться с задержанными не представляется возможным;

— Нефтяное эмбарго не входит в пятый пакет санкций ЕС, но главы МИД Евросоюза обсудят его 11 апреля, заявил Боррель;

— В России, к началу лета, может усилиться дефицит автомобилей. Нехватка машин грозит продлиться минимум до 2023 года;

— Трое сотрудников посольства РФ в Вене и один сотрудник генконсульства в Зальцбурге должны покинуть Австрию до 12 апреля, заявили в МИД республики;

— В Британии с охраняемой военно-морской базы похитили топливо стоимостью в четверть миллиона фунтов, предназначавшееся для десантного корабля";0
"​​Главное за день:

— Жириновский умер после тяжёлой и продолжительной болезни, политику было 75 лет;

— Путин отдал российским войскам приказ уйти из Киевской области, чтобы создать благоприятные условия для переговоров, как жест доброй воли, сообщил Песков;

— США ввели санкции против Сбербанка, Альфа-банка, Мишустина, Медведева, «дочерей Путина, супруги и дочери Лаврова», губернатора Санкт-Петербурга Беглова и мэра Москвы Собянина, а также ряда членов Совбеза РФ. Запрещены новые инвестиции в экономику России;

— Годовая инфляция в РФ составила 16,6% — максимума с марта 2015 года — Росстат;

— США не направят свои войска на Украину воевать с Россией. Позиция Вашингтона не изменилась, сообщили в Белом доме;

— Премьер Венгрии Орбан: если Россия просит платить в рублях — будем платить в рублях;

— МИД России заявил, что YouTube запретил доступ к записи брифинга министерства, в связи с чем МИД пригрозил обращением в соответствующие российские органы;

— Телеканал «Соловьев.Live» начнёт вещать на частотах Euronews, сообщили в пресс-службе канала;

— США и союзники будут добиваться того, чтобы со временем лишить Россию любых доходов от экспорта нефти и газа, сообщили в Белом доме;

— Курс валют от ЦБ РФ на завтра:
Доллар — 82,59
Евро — 90,59";0
Телеканал «Соловьев.Live» начнёт вещать на частотах Euronews, сообщили в пресс-службе канала;0
США и союзники будут добиваться того, чтобы со временем лишить Россию любых доходов от экспорта нефти и газа, сообщили в Белом доме;0
"Госкомпании Китая сохраняют действующие контракты на поставки нефти из России, но воздерживаются от заключения новых.

«Китайские нефтяные компании проявляют осторожность, поскольку их действия могут быть расценены как действия китайского правительства, и они не хотят, чтобы их обозначали как покупателей российской нефти», — утверждают источники Reuters";0
США не направят свои войска на Украину воевать с Россией. Позиция Вашингтона не изменилась, сообщили в Белом доме;0
Хорватия вышлет часть дипломатов посольства РФ в связи с проведением Россией спецоперации в Украине, заявил министр иностранных и европейских дел Хорватии Гордан Грлич-Радман;0
"Роскомнадзор требует восстановить доступ к брифингу МИД России на YouTube.

В ведомстве считают, что сервис осознанно дискриминирует российских пользователей и ограничивает их доступ к официальной информации МИД";0
Эмбарго на поставки российского газа в настоящий момент не обсуждается, сообщил премьер Италии;0
"​​Глава Минпромторга Денис Мантуров заявил, что майнеров нужно обязать «в приоритетном порядке» использовать отечественное железо.

Ведомство предлагает установить экспериментальный правовой режим для майнинга криптовалют на базе объектов тепловой генерации";0
Год американских санкций будет стоить российской экономике 15 лет ее достижений — Байден;0
США, Великобритания, Турция, Польша, Германия, Франция, Израиль будут на встрече предполагаемых стран-гарантов безопасности Украины — Зеленский;0
Британская фармацевтическая компания GlaxoSmithKline останавливает поставки в Россию биодобавок и витаминов — Reuters;0
Полный запрет на нефть из России привел бы к «взлету цен до небес» — глава Минфина США;0
Высылка российских дипломатов из стран ЕС приведет к тому, что россиянам, живущим там, будут дольше оформлять загранпаспорта — МИД РФ;0
Годовая инфляция в РФ составила 16,6% — максимума с марта 2015 года — Росстат;0
"​​Главное к 19:00:

— Жириновский умер после тяжёлой и продолжительной болезни, политику было 75 лет;

— Путин отдал российским войскам приказ уйти из Киевской области, чтобы создать благоприятные условия для переговоров, как жест доброй воли, сообщил Песков;

— Госдума приняла закон о штрафах за публичное отождествление роли СССР и нацистской Германии во Второй Мировой войне;

— Генассамблея ООН завтра проведёт голосование по вопросу исключения России из Совета ООН по правам человека — AFP;

— Власти Украины призвали срочно эвакуироваться жителей Харьковской, Донецкой и Луганской областей;

— Премьер Венгрии Орбан: если Россия просит платить в рублях — будем платить в рублях;

— США ввели санкции против Сбербанка, Альфа-банка, Мишустина, Медведева, «дочерей Путина, супруги и дочери Лаврова», губернатора Санкт-Петербурга Беглова и мэра Москвы Собянина, а также ряда членов Совбеза РФ. Запрещены новые инвестиции в экономику России;

— МИД России заявил, что YouTube запретил доступ к записи брифинга министерства, в связи с чем МИД пригрозил обращением в соответствующие российские органы;

— ЕС не удалось согласовать новый пакет санкций против РФ, в частности, в вопросе запрета импорта российского угля;

— Курс валют от ЦБ РФ на завтра:
Доллар — 82,59
Евро — 90,59";0
Не получится исключить РФ из МВФ — глава Минфина США;0
"Под новые санкции США попали также:

• министр юстиции РФ Константин Чуйченко;
• руководитель администрации президента РФ Антон Вайно;
• руководитель Федеральной таможенной службы РФ Владимир Булавин;
• глава Минфина РФ Антон Силуанов;
• полпред президента РФ в Приволжском федеральном округе Игорь Комаров
• полпред президента РФ в Северо-Западном федеральном округе Александр Гуцан;
• полпред президента РФ в Северо-Кавказском федеральном округе Юрий Чайка";0
США ввели санкции против губернатора Санкт-Петербурга Беглова и мэра Москвы Собянина;0
"​​«ЛитРес» и MyBook сообщают, что цифровые версии книг о Гарри Поттере снимаются с продажи в связи с решением правообладателей.

Купить электронные версии книг можно будет до 8 апреля. При этом бумажные версии пока что останутся в продаже";0
"Новые фамилии в санкционных списках Великобритании:

• Борис Борисович Ротенберг;
• Андрей Игоревич Акимов (глава Газпромбанка);
• Александр Валерьевич Дюков (глава «Газпром нефти»);
• Сергей Сергеевич Иванов (глава «Алросы»);
• Сергей Анатольевич Когогин (глава «Камаза»);
• Андрей Григорьевич Гурьев (основной владелец «Фосагро»);
• Леонид Викторович Михельсон (совладелец «Новатэка»);
• Вячеслав Кантор (основной владелец «Акрона»)";0
ЕС не удалось согласовать новый пакет санкций против РФ, в частности, в вопросе запрета импорта российского угля;0
Британия полностью замораживает активы Сбербанка и Московского кредитного банка, а также  запрещает импорт российских товаров из железа и стали;0
"У The Village, Wonderzine и Sрlеtnik сменился владелец — их управляющую компанию купил Александр Винокуров — инвестор Republic* и телеканала «Дождь»*  (*признаны иноагентами).

Ранее управляющая компания ООО «Креатив медиа» принадлежала бывшей жене Олега Дерипаски Полине Юмашевой";0
"Комментарии Сбера и Альфа-банка по поводу санкций:

Сбербанк: 
«Введённые санкции не окажут существенного влияния на работу банка и никак не отразятся на обслуживании россиян, поскольку система уже адаптировалась к ранее введённым ограничениям. Опыт, ресурсы и экспертиза Сбера позволяют нам успешно работать в любых условиях».

Альфа-банк:
«Против России уже ввели 8257 санкций. Раньше мы этого опасались, а сейчас — работаем как обычно».

После новости о санкциях акции Сбербанка успели упасть на 8,7% — 140,65 р. за бумагу";0
МИД России заявил, что YouTube запретил доступ к записи брифинга министерства, в связи с чем МИД пригрозил обращением в соответствующие российские органы;0
"​​Новые санкции США:

• Полные блокирующие санкции против Сбербанка и Альфа-банка;

• Запрет на новые инвестиции в экономику России;

 • Санкции в отношении Мишустина, Медведева, «дочерей Путина, супруги и дочери Лаврова», а также ряда членов Совбеза РФ;

 • Завтра США обещают ввести полные блокирующие санкции против некоторых крупных российских госпредприятий;

• Суммарно полностью заблокировано более 2/3 российского банковского сектора, в результате санкций российская экономика перестанет входить в двадцатку крупнейших, заявляет Белый Дом;

• Также Штаты заявили, что санкции могут быть усилены или ослаблены в зависимости от ситуации";0
В Госдуме зарегистрировали законопроект, позволяющий генпрокурору и его заместителям запрещать деятельность зарубежных СМИ в России;0
"Пруд возле российского посольства в Вильнюсе окрасили в красный цвет.

В рамках акции, согласованной с властями, литовская олимпийская чемпионка по плаванию Рута Мейлутите переплыла окрашенный пруд. Организаторы заявляют, что краска безвредна для окружающей среды";0
Обмен военнопленными, планируемый на 6 апреля, сорван украинской стороной — Минобороны России;0
Власти Украины призвали срочно эвакуироваться жителей Харьковской, Донецкой и Луганской областей;0
"Премьер Венгрии Орбан: если Россия просит платить в рублях — будем платить в рублях.

Также Орбан призвал президента РФ к прекращению огня в Украине и предложил провести мирные переговоры на территории своей страны";0
Слуцкий: Отпевание Жириновского лично проведёт Патриарх Кирилл;0
Генассамблея ООН завтра проведёт голосование по вопросу исключения России из Совета ООН по правам человека — AFP;0
"​​YouTube полностью отключил монетизацию для россиян. Twitch ограничил стримерам из России вывод средств. Карты, выданные в российских банках, больше не принимаются на иностранных сайтах. Блогеры, стримеры и просто творческие люди остались без заработка. Всем идти на завод?

Отставить панику. Многие уже успешно перешли на Boosty —  русскоязычный сервис от команды Donation Alerts, который позволяет авторам получать финансовую поддержку от платных подписчиков. За довольно скромную сумму (которую автор устанавливает самостоятельно) подписчик получает доступ к закрытым стримам, приватным чатам, эксклюзивным фото и видео от автора.

Сервис работает в России, поэтому с любыми банковскими картами проблем не возникнет. А ещё — чтобы поддержать авторов в это непростое время, Boosty полностью отказался от комиссии на целый месяц с 14 марта по 14 апреля.

Регистрация и все подробности по ссылке: http://news.lenta.ch/jpHz5

#реклама";0
РИА: Врио руководителя думской фракции ЛДПР на период организации траурных мероприятий назначили Леонида Слуцкого;0
Росфинмониторинг внёс украинского журналиста Дмитрия Гордона в список экстремистов и террористов;0
